tool_id,tool_title,protocol_title,protocol_category,search_query,rank,pmid,paper_title,authors,journal,year,pubmed_url
b6f2db01-9c1f-41d5-b910-f3091eaedc8c,Alpha-GPC for Acetylcholine,Optimize Neuromodulators for Performance,focus,Alpha-GPC for Acetylcholine cognitive performance,2,37340479,Effects of egg yolk choline intake on cognitive functions and plasma choline levels in healthy middle-aged and older Japanese: a randomized double-blinded placebo-controlled parallel-group study.,"Yamashita S, Kawada N, Wang W et al.",Lipids in health and disease,2023,https://pubmed.ncbi.nlm.nih.gov/37340479/
8686aaf5-bf76-4def-839c-e62f7d442dbc,Tyrosine for Dopamine Support,Optimize Neuromodulators for Performance,focus,Tyrosine for Dopamine Support cognitive performance,1,26424423,Effect of tyrosine supplementation on clinical and healthy populations under stress or cognitive demands--A review.,"Jongkees BJ, Hommel B, Kühn S et al.",Journal of psychiatric research,2015,https://pubmed.ncbi.nlm.nih.gov/26424423/
8686aaf5-bf76-4def-839c-e62f7d442dbc,Tyrosine for Dopamine Support,Optimize Neuromodulators for Performance,focus,Tyrosine for Dopamine Support cognitive performance,2,26110109,Neuroimaging and neuromodulation approaches to study eating behavior and prevent and treat eating disorders and obesity.,"Val-Laillet D, Aarts E, Weber B et al.",NeuroImage. Clinical,2015,https://pubmed.ncbi.nlm.nih.gov/26110109/
8686aaf5-bf76-4def-839c-e62f7d442dbc,Tyrosine for Dopamine Support,Optimize Neuromodulators for Performance,focus,Tyrosine for Dopamine Support cognitive performance,3,25598314,Tyrosine promotes cognitive flexibility: evidence from proactive vs. reactive control during task switching performance.,"Steenbergen L, Sellaro R, Hommel B et al.",Neuropsychologia,2015,https://pubmed.ncbi.nlm.nih.gov/25598314/
4ad98769-7969-49f6-993f-9ca3954751ca,Tryptophan for Serotonin Balance,Optimize Neuromodulators for Performance,focus,Tryptophan for Serotonin Balance cognitive performance,1,39279756,[Egg components involved in cognitive function].,"López-Sobaler AM, Loria-Kohen V, Salas-González MD et al.",Nutricion hospitalaria,2024,https://pubmed.ncbi.nlm.nih.gov/39279756/
4ad98769-7969-49f6-993f-9ca3954751ca,Tryptophan for Serotonin Balance,Optimize Neuromodulators for Performance,focus,Tryptophan for Serotonin Balance cognitive performance,2,30106261,"Comprehensive behavioral analysis of tryptophan 2,3-dioxygenase (Tdo2) knockout mice.","Hattori S, Takao K, Funakoshi H et al.",Neuropsychopharmacology reports,2018,https://pubmed.ncbi.nlm.nih.gov/30106261/
4ad98769-7969-49f6-993f-9ca3954751ca,Tryptophan for Serotonin Balance,Optimize Neuromodulators for Performance,focus,Tryptophan for Serotonin Balance cognitive performance,3,24456942,Genetics of borderline personality disorder: systematic review and proposal of an integrative model.,"Amad A, Ramoz N, Thomas P et al.",Neuroscience and biobehavioral reviews,2014,https://pubmed.ncbi.nlm.nih.gov/24456942/
4bd71735-7cf2-40d8-a140-11eea0a4e2ce,Brain Cooling for Cognition,Temperature-Based Performance Enhancement,exercise,Brain Cooling for Cognition exercise physiology,1,24318656,Neck cooling and cognitive performance following exercise-induced hyperthermia.,"Lee JK, Koh AC, Koh SX et al.",European journal of applied physiology,2014,https://pubmed.ncbi.nlm.nih.gov/24318656/
4bd71735-7cf2-40d8-a140-11eea0a4e2ce,Brain Cooling for Cognition,Temperature-Based Performance Enhancement,exercise,Brain Cooling for Cognition exercise physiology,2,17645914,Neuropsychological determinants of exercise tolerance in the heat.,Cheung SS,Progress in brain research,2007,https://pubmed.ncbi.nlm.nih.gov/17645914/
4bd71735-7cf2-40d8-a140-11eea0a4e2ce,Brain Cooling for Cognition,Temperature-Based Performance Enhancement,exercise,Brain Cooling for Cognition exercise physiology,3,26025443,The effects of temporal neck cooling on cognitive function during strenuous exercise in a hot environment: a pilot study.,"Ando S, Komiyama T, Sudo M et al.",BMC research notes,2015,https://pubmed.ncbi.nlm.nih.gov/26025443/
5f704896-bf3d-46b4-97af-23fa3826ad98,Dim Evening Lighting,Evening Light Management for Better Sleep,light,Dim Evening Lighting light,1,34030534,Evening wear of blue-blocking glasses for sleep and mood disorders: a systematic review.,"Hester L, Dang D, Barker CJ et al.",Chronobiology international,2021,https://pubmed.ncbi.nlm.nih.gov/34030534/
5f704896-bf3d-46b4-97af-23fa3826ad98,Dim Evening Lighting,Evening Light Management for Better Sleep,light,Dim Evening Lighting light,2,21193540,Exposure to room light before bedtime suppresses melatonin onset and shortens melatonin duration in humans.,"Gooley JJ, Chamberlain K, Smith KA et al.",The Journal of clinical endocrinology and metabolism,2011,https://pubmed.ncbi.nlm.nih.gov/21193540/
5f704896-bf3d-46b4-97af-23fa3826ad98,Dim Evening Lighting,Evening Light Management for Better Sleep,light,Dim Evening Lighting light,3,34556572,"Dim light in the evening causes coordinated realignment of circadian rhythms, sleep, and short-term memory.","Tam SKE, Brown LA, Wilson TS et al.",Proceedings of the National Academy of Sciences of the United States of America,2021,https://pubmed.ncbi.nlm.nih.gov/34556572/
796b250f-a1ac-48aa-9637-7700ba6d905c,Screen Time Minimization,Evening Light Management for Better Sleep,light,Screen Time Minimization light,1,35809192,Digital Eye Strain- A Comprehensive Review.,"Kaur K, Gurnani B, Nayak S et al.",Ophthalmology and therapy,2022,https://pubmed.ncbi.nlm.nih.gov/35809192/
796b250f-a1ac-48aa-9637-7700ba6d905c,Screen Time Minimization,Evening Light Management for Better Sleep,light,Screen Time Minimization light,2,30570598,Blue-blocking Filters and Digital Eyestrain.,"Palavets T, Rosenfield M",Optometry and vision science : official publication of the American Academy of Optometry,2019,https://pubmed.ncbi.nlm.nih.gov/30570598/
796b250f-a1ac-48aa-9637-7700ba6d905c,Screen Time Minimization,Evening Light Management for Better Sleep,light,Screen Time Minimization light,3,38315945,Cinpanemab in Early Parkinson Disease: Evaluation of Biomarker Results From the Phase 2 SPARK Clinical Trial.,"Hutchison RM, Fraser K, Yang M et al.",Neurology,2024,https://pubmed.ncbi.nlm.nih.gov/38315945/
57eb370e-1451-419a-bf36-7885ffbf0f32,Phosphatidylserine for Cortisol Control,Cortisol Optimization Protocol,hormones,Phosphatidylserine for Cortisol Control hormones,1,36295495,Cutaneous Permeation of a Percutaneously Applied Glucocorticoid Using Plant-Based Anionic Phospholipids in Hydrogenated Vegetable Oil: A Preliminary Study.,"Greiner JV, Bhargava HN, Glonek T et al.","Medicina (Kaunas, Lithuania)",2022,https://pubmed.ncbi.nlm.nih.gov/36295495/
57eb370e-1451-419a-bf36-7885ffbf0f32,Phosphatidylserine for Cortisol Control,Cortisol Optimization Protocol,hormones,Phosphatidylserine for Cortisol Control hormones,2,9810066,Integrated medicine and the prevention and reversal of memory loss.,Khalsa DS,Alternative therapies in health and medicine,1998,https://pubmed.ncbi.nlm.nih.gov/9810066/
57eb370e-1451-419a-bf36-7885ffbf0f32,Phosphatidylserine for Cortisol Control,Cortisol Optimization Protocol,hormones,Phosphatidylserine for Cortisol Control hormones,3,7262026,Corticosteroid-induced lipid changes in rat liver microsomes.,"Melby JM, Wennhold AR, Nelson DH",Endocrinology,1981,https://pubmed.ncbi.nlm.nih.gov/7262026/
b3527d26-d098-4ee0-bf70-18b809c5268f,Morning Sunlight Viewing,Optimize Sleep Quality Through Light Exposure,sleep,Morning Sunlight Viewing sleep,1,7628291,Chronobiology and chronotherapy in medicine.,"Kraft M, Martin RJ",Disease-a-month : DM,1995,https://pubmed.ncbi.nlm.nih.gov/7628291/
b3527d26-d098-4ee0-bf70-18b809c5268f,Morning Sunlight Viewing,Optimize Sleep Quality Through Light Exposure,sleep,Morning Sunlight Viewing sleep,2,29530363,"Comprehensive assessment of the impact of life habits on sleep disturbance, chronotype, and daytime sleepiness among high-school students.","Shimura A, Hideo S, Takaesu Y et al.",Sleep medicine,2018,https://pubmed.ncbi.nlm.nih.gov/29530363/
880dce09-b88d-463f-9d6f-e982ff700c9d,Evening Light Dimming,Optimize Sleep Quality Through Light Exposure,sleep,Evening Light Dimming sleep,1,38997765,A randomized controlled trial to assess if changing sleep timing can improve glucose metabolism in people with prediabetes and type 2 diabetes.,"Bouman EJ, Slebe R, Stenvers DJ et al.",Trials,2024,https://pubmed.ncbi.nlm.nih.gov/38997765/
880dce09-b88d-463f-9d6f-e982ff700c9d,Evening Light Dimming,Optimize Sleep Quality Through Light Exposure,sleep,Evening Light Dimming sleep,2,32824032,Personalized Office Lighting for Circadian Health and Improved Sleep.,"Papatsimpa C, Linnartz JP","Sensors (Basel, Switzerland)",2020,https://pubmed.ncbi.nlm.nih.gov/32824032/
880dce09-b88d-463f-9d6f-e982ff700c9d,Evening Light Dimming,Optimize Sleep Quality Through Light Exposure,sleep,Evening Light Dimming sleep,3,41753059,Mitigating Blue-Light Risk in Display-Based Digital Therapeutics: A Practical Framework to Support Clinical Efficacy.,Hong W,Journal of clinical medicine,2026,https://pubmed.ncbi.nlm.nih.gov/41753059/
2b11da60-eb11-4d55-b57d-4f51004fd49e,Red Light Protocol,Optimize Sleep Quality Through Light Exposure,sleep,Red Light Protocol sleep,1,37999447,Recovery Methods in Basketball: A Systematic Review.,"Mihajlovic M, Cabarkapa D, Cabarkapa DV et al.","Sports (Basel, Switzerland)",2023,https://pubmed.ncbi.nlm.nih.gov/37999447/
2b11da60-eb11-4d55-b57d-4f51004fd49e,Red Light Protocol,Optimize Sleep Quality Through Light Exposure,sleep,Red Light Protocol sleep,2,35115537,Circadian lipid and hepatic protein rhythms shift with a phase response curve different than melatonin.,"Kent BA, Rahman SA, St Hilaire MA et al.",Nature communications,2022,https://pubmed.ncbi.nlm.nih.gov/35115537/
2b11da60-eb11-4d55-b57d-4f51004fd49e,Red Light Protocol,Optimize Sleep Quality Through Light Exposure,sleep,Red Light Protocol sleep,3,32951780,"Red light: A novel, non-pharmacological intervention to promote alertness in shift workers.","Figueiro MG, Pedler D",Journal of safety research,2020,https://pubmed.ncbi.nlm.nih.gov/32951780/
6435a554-757f-4c03-8394-385de6984447,Magnesium Supplementation,Optimize Sleep Quality Through Light Exposure,sleep,Magnesium Supplementation sleep,1,35184264,The Role of Magnesium in Sleep Health: a Systematic Review of Available Literature.,"Arab A, Rafie N, Amani R et al.",Biological trace element research,2023,https://pubmed.ncbi.nlm.nih.gov/35184264/
6435a554-757f-4c03-8394-385de6984447,Magnesium Supplementation,Optimize Sleep Quality Through Light Exposure,sleep,Magnesium Supplementation sleep,2,33865376,Oral magnesium supplementation for insomnia in older adults: a Systematic Review & Meta-Analysis.,"Mah J, Pitre T",BMC complementary medicine and therapies,2021,https://pubmed.ncbi.nlm.nih.gov/33865376/
6435a554-757f-4c03-8394-385de6984447,Magnesium Supplementation,Optimize Sleep Quality Through Light Exposure,sleep,Magnesium Supplementation sleep,3,39252819,Magnesium-L-threonate improves sleep quality and daytime functioning in adults with self-reported sleep problems: A randomized controlled trial.,"Hausenblas HA, Lynch T, Hooper S et al.",Sleep medicine: X,2024,https://pubmed.ncbi.nlm.nih.gov/39252819/
efa148b7-8894-4afe-a7ed-777c93c212e2,Personalized Caffeine Dosing,Optimize Cognitive Performance with Caffeine,focus,Personalized Caffeine Dosing cognitive performance,1,36862943,International society of sports nutrition position stand: energy drinks and energy shots.,"Jagim AR, Harty PS, Tinsley GM et al.",Journal of the International Society of Sports Nutrition,2023,https://pubmed.ncbi.nlm.nih.gov/36862943/
efa148b7-8894-4afe-a7ed-777c93c212e2,Personalized Caffeine Dosing,Optimize Cognitive Performance with Caffeine,focus,Personalized Caffeine Dosing cognitive performance,2,33668219,"Energy Drinks and Sports Performance, Cardiovascular Risk, and Genetic Associations; Future Prospects.","Gutiérrez-Hellín J, Varillas-Delgado D",Nutrients,2021,https://pubmed.ncbi.nlm.nih.gov/33668219/
efa148b7-8894-4afe-a7ed-777c93c212e2,Personalized Caffeine Dosing,Optimize Cognitive Performance with Caffeine,focus,Personalized Caffeine Dosing cognitive performance,3,40693646,A caffeine and theacrine combination improves cognitive performance in tactical personnel under physically fatiguing conditions.,"Lints BS, Harrison AT, Stray-Gundersen SO et al.",Journal of the International Society of Sports Nutrition,2025,https://pubmed.ncbi.nlm.nih.gov/40693646/
a36e7465-f306-4a8c-a0ff-edd3200c25a1,Strategic Caffeine Timing,Optimize Cognitive Performance with Caffeine,focus,Strategic Caffeine Timing cognitive performance,1,35813846,International society of sports nutrition position stand: tactical athlete nutrition.,"Gonzalez DE, McAllister MJ, Waldman HS et al.",Journal of the International Society of Sports Nutrition,2022,https://pubmed.ncbi.nlm.nih.gov/35813846/
a36e7465-f306-4a8c-a0ff-edd3200c25a1,Strategic Caffeine Timing,Optimize Cognitive Performance with Caffeine,focus,Strategic Caffeine Timing cognitive performance,2,41092928,"Global burden of 292 causes of death in 204 countries and territories and 660 subnational locations, 1990-2023: a systematic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Causes of Death Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092928/
a36e7465-f306-4a8c-a0ff-edd3200c25a1,Strategic Caffeine Timing,Optimize Cognitive Performance with Caffeine,focus,Strategic Caffeine Timing cognitive performance,3,41092927,"Global age-sex-specific all-cause mortality and life expectancy estimates for 204 countries and territories and 660 subnational locations, 1950-2023: a demographic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Demographics Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092927/
0e2a902e-73b3-418f-8f72-13d946d85c5d,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,1,35813846,International society of sports nutrition position stand: tactical athlete nutrition.,"Gonzalez DE, McAllister MJ, Waldman HS et al.",Journal of the International Society of Sports Nutrition,2022,https://pubmed.ncbi.nlm.nih.gov/35813846/
0e2a902e-73b3-418f-8f72-13d946d85c5d,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,2,41092927,"Global age-sex-specific all-cause mortality and life expectancy estimates for 204 countries and territories and 660 subnational locations, 1950-2023: a demographic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Demographics Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092927/
0e2a902e-73b3-418f-8f72-13d946d85c5d,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,3,41092926,"Burden of 375 diseases and injuries, risk-attributable burden of 88 risk factors, and healthy life expectancy in 204 countries and territories, including 660 subnational locations, 1990-2023: a systematic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Disease and Injury and Risk Factor Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092926/
492728bd-abc9-4682-8334-3f1724159ed3,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,1,35813846,International society of sports nutrition position stand: tactical athlete nutrition.,"Gonzalez DE, McAllister MJ, Waldman HS et al.",Journal of the International Society of Sports Nutrition,2022,https://pubmed.ncbi.nlm.nih.gov/35813846/
492728bd-abc9-4682-8334-3f1724159ed3,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,2,41092927,"Global age-sex-specific all-cause mortality and life expectancy estimates for 204 countries and territories and 660 subnational locations, 1950-2023: a demographic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Demographics Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092927/
492728bd-abc9-4682-8334-3f1724159ed3,Strategic Caffeine Use,Dopamine Optimization for Focus,focus,Strategic Caffeine Use cognitive performance,3,41092926,"Burden of 375 diseases and injuries, risk-attributable burden of 88 risk factors, and healthy life expectancy in 204 countries and territories, including 660 subnational locations, 1990-2023: a systematic analysis for the Global Burden of Disease Study 2023.",GBD 2023 Disease and Injury and Risk Factor Collaborators,"Lancet (London, England)",2025,https://pubmed.ncbi.nlm.nih.gov/41092926/
4d94463a-f8bf-43bd-8b9c-26d54ca3cafb,Baseline Dopamine Maintenance,Dopamine Optimization for Focus,focus,Baseline Dopamine Maintenance cognitive performance,1,25989606,Low-dose add-on memantine treatment may improve cognitive performance and self-reported health conditions in opioid-dependent patients undergoing methadone-maintenance-therapy.,"Chang YH, Chen SL, Lee SY et al.",Scientific reports,2015,https://pubmed.ncbi.nlm.nih.gov/25989606/
4d94463a-f8bf-43bd-8b9c-26d54ca3cafb,Baseline Dopamine Maintenance,Dopamine Optimization for Focus,focus,Baseline Dopamine Maintenance cognitive performance,2,24819065,Lower baseline performance but greater plasticity of working memory for carriers of the val allele of the COMT Val¹⁵⁸Met polymorphism.,"Bellander M, Bäckman L, Liu T et al.",Neuropsychology,2015,https://pubmed.ncbi.nlm.nih.gov/24819065/
4d94463a-f8bf-43bd-8b9c-26d54ca3cafb,Baseline Dopamine Maintenance,Dopamine Optimization for Focus,focus,Baseline Dopamine Maintenance cognitive performance,3,25239478,"COBRA: A prospective multimodal imaging study of dopamine, brain structure and function, and cognition.","Nevalainen N, Riklund K, Andersson M et al.",Brain research,2015,https://pubmed.ncbi.nlm.nih.gov/25239478/
c3c757a4-d8a1-4a5b-bb54-d37858bd44aa,Priority Goal Selection,Goal Achievement Protocol,motivation,Priority Goal Selection motivation,1,23663819,Evaluation of a large-scale weight management program using the consolidated framework for implementation research (CFIR).,"Damschroder LJ, Lowery JC",Implementation science : IS,2013,https://pubmed.ncbi.nlm.nih.gov/23663819/
c3c757a4-d8a1-4a5b-bb54-d37858bd44aa,Priority Goal Selection,Goal Achievement Protocol,motivation,Priority Goal Selection motivation,2,15137362,Patient empowerment.,Funnell MM,Critical care nursing quarterly,2004,https://pubmed.ncbi.nlm.nih.gov/15137362/
c3c757a4-d8a1-4a5b-bb54-d37858bd44aa,Priority Goal Selection,Goal Achievement Protocol,motivation,Priority Goal Selection motivation,3,34515773,Goal Changes and Healthy Aging.,"Heckhausen J, Brandstätter V, Fishbach A et al.","The journals of gerontology. Series B, Psychological sciences and social sciences",2021,https://pubmed.ncbi.nlm.nih.gov/34515773/
cac58f3e-74ee-431e-8a43-53110e6efa5b,Lofty Goal Setting,Goal Achievement Protocol,motivation,Lofty Goal Setting motivation,1,16028817,Turning great strategy into great performance.,"Mankins MC, Steele R",Harvard business review,2005,https://pubmed.ncbi.nlm.nih.gov/16028817/
aebe8663-6766-4bd4-bb4d-f919131324c5,Specific Action Step Definition,Goal Achievement Protocol,motivation,Specific Action Step Definition motivation,1,27534393,25th Annual Computational Neuroscience Meeting: CNS-2016.,"Sharpee TO, Destexhe A, Kawato M et al.",BMC neuroscience,2016,https://pubmed.ncbi.nlm.nih.gov/27534393/
aebe8663-6766-4bd4-bb4d-f919131324c5,Specific Action Step Definition,Goal Achievement Protocol,motivation,Specific Action Step Definition motivation,2,6387332,Behavioral methods for measuring effects of drugs on learning and memory in animals.,Heise GA,Medicinal research reviews,1984,https://pubmed.ncbi.nlm.nih.gov/6387332/
aebe8663-6766-4bd4-bb4d-f919131324c5,Specific Action Step Definition,Goal Achievement Protocol,motivation,Specific Action Step Definition motivation,3,41750066,Fibromyalgia: Neuropsychological and Clinical Correlates in Suicidal Behavior Based on Ideation-to-Action Models-A Critical Review.,"Muñoz Ladrón de Guevara C, Melero S","Behavioral sciences (Basel, Switzerland)",2026,https://pubmed.ncbi.nlm.nih.gov/41750066/
a06b8358-4965-4a92-9e66-7f26f5d28197,Morning Sunlight Exposure,Morning Light Protocol for Sleep Optimization,light,Morning Sunlight Exposure light,1,12003167,Bright light exposure at night and light attenuation in the morning improve adaptation of night shift workers.,"Yoon IY, Jeong DU, Kwon KB et al.",Sleep,2002,https://pubmed.ncbi.nlm.nih.gov/12003167/
a06b8358-4965-4a92-9e66-7f26f5d28197,Morning Sunlight Exposure,Morning Light Protocol for Sleep Optimization,light,Morning Sunlight Exposure light,2,41053799,"The role of sunlight in sleep regulation: analysis of morning, evening and late exposure.","de Menezes-Júnior LAA, Sabião TDS, Carraro JCC et al.",BMC public health,2025,https://pubmed.ncbi.nlm.nih.gov/41053799/
a06b8358-4965-4a92-9e66-7f26f5d28197,Morning Sunlight Exposure,Morning Light Protocol for Sleep Optimization,light,Morning Sunlight Exposure light,3,10599387,Melasma.,"Kauh YC, Zachian TF",Advances in experimental medicine and biology,1999,https://pubmed.ncbi.nlm.nih.gov/10599387/
634ee5fd-9224-4143-b9bd-19c1d80be72e,Stress-Is-Enhancing Mindset,Master Stress & Anxiety Quickly,stress,Stress-Is-Enhancing Mindset stress management,1,28120622,"The role of stress mindset in shaping cognitive, emotional, and physiological responses to challenging and threatening stress.","Crum AJ, Akinola M, Martin A et al.","Anxiety, stress, and coping",2017,https://pubmed.ncbi.nlm.nih.gov/28120622/
